,x_acf1,diff1_acf1,diff2_acf1,x_pacf5,entropy,lumpiness,stability,crossing_points,hurst,unitroot_kpss,nonlinearity,kurtosis,skewness,chaos,lshift,fspots,max_kl,extreme_dist_shape,seasonal_strength,trend,spike,linearity,curvature,label
0,0.9637623072442585,0.9115936224952973,0.6308372001345108,0.47463158935909006,0.4341205832189121,0.0019133627679725677,0.9417172831233271,0.004651162790697674,0.9834396547547375,0.09989405229396989,0.4405082275461276,0.0013023138046646,0.2307699851159412,0.8494854439259698,0.36638125946081374,0.019148936170212766,2.153973994865985e-05,0.2429411306736139,0.0,0.9931097507484594,1.5100212557907315e-05,0.5946584730959231,0.5041566343347516,Yearly
1,0.9404262047050165,0.5896349305823466,0.2581830080719204,0.41523533423845305,0.4189663746118216,0.00017151118068730234,0.952051787851327,0.004651162790697674,0.9839189617805357,0.10701137442507473,0.022871321518981757,0.004009267984206916,0.22809382750445445,0.9190661241605683,0.21303977659954387,0.010638297872340427,4.174839090265925e-06,0.15904190639495341,0.0,0.9990867267998127,1.3968954869787916e-07,0.6018545428678478,0.5032769064867478,Yearly
2,0.9196635239928233,0.9151331404592045,0.4446699750536482,0.38049861948596525,0.4253276779690892,0.004140768994240602,0.8538070572172366,0.004651162790697674,0.9818056110144653,0.09646389200133018,0.0801616632160011,0.00938642641014897,0.2798678809315814,0.8885035660090921,0.2979422116625157,0.027659574468085108,7.80165932793331e-06,0.26275304609715955,0.0,0.9991560745344336,2.0593290412623381e-07,0.5943782514463459,0.5421297774064587,Yearly
3,0.83288199551609,0.3267182967163421,0.2229720706687352,0.29456630059503647,0.7099035430687425,0.003725324933863308,0.6426561749001932,0.023255813953488372,0.9546718756708712,0.08740483617298073,0.020318023588471554,0.01007184441083693,0.2315731094591453,0.8820482515294109,0.2579329793989791,0.004255319148936171,0.00014353983150301204,0.16011457324099107,0.0,0.8745272105345805,0.005297674910469604,0.380095768508599,0.498748123871258,Yearly
4,0.9392792373259495,0.6128291818995801,0.3286429576687127,0.411954810952645,0.4189473580419094,0.00019866188940880001,0.9324334780704084,0.004651162790697674,0.9838555594419067,0.10753753552569456,0.05879234226270679,0.0035824311594168743,0.22410720097577339,0.9016890981949323,0.22410717428791863,0.010638297872340427,4.029535535127047e-06,0.1543988819973359,0.0,0.9987016279966017,3.949164425424901e-07,0.6016530669329021,0.49975246015505864,Yearly
5,0.9212529528299707,0.5174313878944229,0.31084643091508907,0.40429983573952016,0.5333170090666984,0.00025535543166863955,0.8510221801337501,0.023255813953488372,0.9717012550980795,0.08300200308117552,0.05808363948317,0.00416839399732166,0.1862341815290522,0.9324588212600092,0.4619923264571546,0.00851063829787234,2.388741797972198e-05,0.12774187215107785,0.0,0.9325587165691513,0.001047343064204592,0.5799698089676828,0.4489527753892563,Yearly
6,0.9533793294216015,0.7428408615393911,0.5320021900629801,0.4487559783372918,0.4272220955515731,3.84576628368861e-06,0.9736154177148552,0.004651162790697674,0.9842950759537838,0.10588420924181219,0.06528965797775703,0.00331539482844552,0.2110524464599021,0.8723006843039278,0.25065930636693157,0.00851063829787234,6.655965347051839e-06,0.1324172259885948,0.0,0.9967317132651285,1.5591878872531121e-06,0.6002494022287925,0.48937940829274135,Yearly
7,0.8967315820058236,0.46756983418273274,0.1968346924999631,0.368265955397881,0.4995818265926256,0.00036714271323602963,0.8374653019016949,0.013953488372093023,0.9764398468562179,0.10125518092303967,0.004826071098041255,0.006642223123636855,0.23497986754797728,0.9226193217578567,0.3360536743280179,0.00851063829787234,1.3639859747169856e-05,0.16347815007034425,0.0,0.9695852810668962,0.0002514988649579127,0.5994091569180792,0.5055617199038727,Yearly
8,0.9371793369171206,0.6684207927352145,0.24829083180546552,0.4081720693268979,0.422606148757235,0.0005204528061609203,0.9249900671820154,0.004651162790697674,0.9836630132179256,0.10615765686696209,0.010227318823027536,0.004610309619882513,0.2389782113359636,0.9082473060814535,0.20714913900036083,0.012765957446808512,7.097828885498205e-06,0.17396887640261346,0.0,0.9991804997228483,2.5223868362955065e-07,0.6013088636065319,0.511165647773434,Yearly
9,0.935762063205546,0.7578570983441608,0.31149651255472305,0.4802247784764242,0.5141639849681096,0.003940176642841564,0.7510849941473198,0.009302325581395349,0.9696247259665773,0.04440316252555285,0.002555222786873058,0.0032434357668366595,0.2280644488887598,0.8901685648582741,0.5886219186197267,0.010638297872340427,3.599985268586015e-05,0.15994201905548444,0.0,0.9471537942815645,0.00034644858795184624,0.43266966702353876,0.41042035704039315,Yearly
