"","x_acf1","diff1_acf1","diff2_acf1","x_pacf5","entropy","lumpiness","stability","crossing_points","hurst","unitroot_kpss","nonlinearity","kurtosis","skewness","chaos","lshift","fspots","max_kl","extreme_dist_shape","seasonal_strength","trend","spike","linearity","curvature"
"1",0.967030152122805,0.92622498529213,0.386232514024311,1.84451524584225,0.494587152624901,0.0660230680800351,0.595377602642607,62,0.999476195836505,2.19419042403479,0.00469124275710415,1.87680977816585,-0.0385743071472931,0.0428169397033438,0.162733727906132,7,0.00988587530556252,-0.424716528170808,0.865585901503747,0.576126586093444,8.69474575628106e-08,10.4734814204261,0.244380176143751
"2",0.791958334294519,0.259843873019316,-0.212568546531414,0.804013390254001,0.761628900157771,0.671643744417347,0.321690027107807,66,0.998354342790646,0.0550828934315591,1.74848086149542,5.12069324370954,1.20706921973504,0.975716695321368,0.467037566510761,11,1.64961954205118,0.212808516420488,0.772330422045366,0.230047111425276,9.85788169469214e-07,0.726441064683103,-0.867317639725599
"3",0.965569738993406,0.915864269659298,0.501654601861427,1.78809784705279,0.499072785304921,0.0720786396863498,0.610207845157032,59,0.999497268952841,1.79531465428012,0.00289387305224478,1.83595073999898,0.00343576903086067,0.0528409507682878,0.0934707881236781,7,0.00391659060139358,-0.407318582535121,0.999811628450722,0.998734731357364,9.43123493339874e-14,9.52457775916621,-0.213862045557938
"4",0.918639603072943,0.227240583345899,-0.468987156750014,1.03799335929857,0.6445442193333,0.316674632921115,0.551091624398928,87,0.999247411994414,0.321454559950858,0.102453014012525,3.3015382091143,0.810381956024575,0.926077105258204,0.691146795710294,9,3.29599186104095,0.0618303544825243,0.795523905624061,0.513039174578543,2.23719342106818e-07,3.18429039409778,2.92804214863087
"5",0.96599277982119,0.918220403161242,0.513267149182716,1.80485479440522,0.494905956852267,0.0675062498421476,0.611656856913257,60,0.999501372736513,1.78192898073322,0.00228627153364521,1.83763212719289,-0.0945999147945531,0.0622829353038498,0.172552326994964,7,0.00314785055170158,-0.482797631123664,0.999873013617643,0.99911052518194,6.07761532467129e-14,9.38930143453956,-0.120647003089786
"6",0.966411160905848,0.911201503674836,0.480280186153094,1.78328854169098,0.502561190383531,0.066865452485957,0.621987038419558,59,0.999498391149949,2.11512388731998,0.00382745121895763,1.88706396194856,-0.0129911266071342,0.0601499358411092,0.119777699382176,7,0.00256121603003845,-0.388405083746535,0.999801345227893,0.998906981204257,1.24077726168884e-13,10.3437416685784,1.08130480511858
"7",0.963002465271363,0.919827345569156,0.59613394030235,1.84269976053632,0.509879644611128,0.101321389060578,0.579024039510507,59,0.999462706255954,1.46040160545594,0.00686602734272117,1.85680134326038,0.195274355705858,0.0504033708099621,0.13987466296239,6,0.003219313729562,-0.252779309826912,0.999748678387847,0.997688044578923,2.77694749360721e-13,8.29488803787775,-0.37671756206613
"8",0.960106008432584,0.880850567982497,0.279304730978385,1.78634875208695,0.495931708380513,0.0809568428303069,0.56728757951258,63,0.999447591802249,1.26859814335354,0.0427301673333368,1.82011741139169,0.00411415320529989,0.0691887043298946,0.201202293249216,5,0.0152268307812195,-0.391644785073626,0.859249260684967,0.437954784393452,9.86885598270979e-08,8.18101976898456,0.485496907732284
"9",0.859316659056477,0.103955819145999,-0.476436891370848,0.830688462513405,0.650952019624649,0.172387171803939,0.470020704241561,74,0.998966379813126,0.0582216012773123,0.592820933767154,1.98785036714005,0.356426650864763,0.977498757768166,0.430423722281,9,0.716428195966672,-0.0408968228353007,0.80785926968838,0.153403803895715,2.89657296776982e-07,0.901083613876403,-2.18651322555431
"10",0.964284502184702,0.911027035757121,0.322585384803792,1.84321826874776,0.479614409095029,0.0760257901543329,0.579901796578434,60,0.999487110185903,0.895474854097483,0.011950677264136,1.75354650376266,0.154846291441138,0.0507963436763618,0.199695235503573,6,0.00326460963812082,-0.285064858232512,0.999885183676638,0.998198487074102,3.97895764209052e-14,6.34975150250225,1.21366499713142
