"","x_acf1","diff1_acf1","diff2_acf1","x_pacf5","entropy","lumpiness","stability","crossing_points","hurst","unitroot_kpss","nonlinearity","kurtosis","skewness","chaos","lshift","fspots","max_kl","extreme_dist_shape","seasonal_strength","trend","spike","linearity","curvature"
"1",0.991904570619671,0.0562621211551908,-0.505964322347117,0.984758843442149,0.373790594770413,6.51134120956081e-05,1.01535731854119,3,0.999859983208964,7.30355990988291,0.0798846501082836,3.00708911030363,0.998320195395949,0.121070007560358,0.541637981613731,105,0.989507197227453,0.292617784133793,0.122407251642836,0.999248760471051,2.43994259438986e-11,20.7871842205237,6.76696331099451
"2",0.990334371656343,0.0386682771782387,-0.438831746680207,0.99264842980913,0.429769671077071,0.00081680686221285,0.997094066841592,16,0.999679803278989,4.98645885741247,0.0129125517680676,1.69521143321905,-0.0170257674087057,0.128175467798128,0.766641866954332,33,2.06161167792577,-0.521257944931991,0.147544343857295,0.992197163719971,1.39294626011726e-09,14.8834980129728,-12.3645001588403
"3",0.989722880264825,0.0839195479737465,-0.457248117016253,0.995284482320111,0.477084855694763,0.00303292836282321,0.983605909541745,26,0.999548007722778,1.32313687682685,0.11496164471558,2.02449378091262,-0.225927553099061,0.238596387517482,1.14063624303451,21,4.97889880133754,-0.557697230877308,0.188942021659248,0.991611711942817,1.21088059343662e-09,2.70167399384139,14.5510372437246
"4",0.991501866501254,0.0167586665374046,-0.517257640138243,0.987327692747689,0.408125017401575,0.000125523590639247,1.00662244667455,19,0.999859983208964,6.66878869076188,0.00574982710873995,2.45687309422374,0.591111837617074,0.0626327658382927,0.534353758748231,46,0.43491951456098,-0.00423660874231028,0.113239641042616,0.996120327354662,1.65641846943321e-10,-20.0334243153111,4.38757399731758
"5",0.988428017215159,-0.0752688023939212,-0.561499548015475,0.986552253169287,0.454812537677367,0.00102373041181566,0.988169717152733,9,0.999560005759482,6.60439128848381,0.100761627649562,1.96284298769658,0.0278943858583769,0.174887524442314,0.694117317620816,23,2.60652810675074,-0.32095527341693,0.119622957117043,0.988962419319509,1.07804875498685e-09,18.8363375118627,1.74475535541309
"6",0.990041039050205,0.00639405020938381,-0.483591597549102,0.986227924235871,0.43978205626201,0.000757180316801267,0.996597506718057,9,0.999732735620575,6.42883872350921,0.0354712587476572,1.86661420280532,0.0225241519916568,0.0393939572201627,0.990980387751488,25,3.85128427357408,-0.343900499139696,0.182247400667319,0.993153320810531,5.23075386157646e-10,-19.3347587014547,-1.9045554788545
"7",0.984732307012253,-0.149505328339056,-0.567773339535662,0.981976151650662,0.438868467619705,0.00040034569141572,0.998816417982537,23,0.999633431282071,5.78686399263582,0.100020203848842,3.24504945038461,-1.04082962762155,0.051568788170805,0.571110967143728,19,0.966325020042851,-0.592573487155152,0.188022005214603,0.99239817382336,7.28022740283907e-10,-17.8220057963865,-10.5573664483744
"8",0.986865970084173,0.102860638928732,-0.425143103223675,0.978642564543818,0.42448984573538,0.000295564218539342,1.00122290954772,19,0.999859983208964,7.07142909726941,0.000323833618838901,2.18240412239948,-0.408144619938347,0.0267399944919279,0.574772350971942,30,1.50030939887951,-0.450030782596114,0.137767626721646,0.994587897402546,3.61754175051117e-10,20.4794827498211,-3.66855591493238
"9",0.982981295623488,-0.0216574680010051,-0.491965956066972,0.969763506381488,0.500534798093159,0.00627519220235535,0.976272340484861,35,0.999592718831625,3.83116714594106,0.0527132544202494,2.36609825372147,-0.698708139323138,0.18885946089749,1.41020731061563,21,7.56582370458221,-0.662070665121619,0.230681294048189,0.988536759140108,1.1665322168749e-09,-14.4417705738299,-9.33800384393692
"10",0.991970344599226,-0.0225517566280861,-0.537006521519387,1.00579977504208,0.427504523865974,0.000405208673212746,0.996965110835498,24,0.999674143732518,6.45789642839065,0.103695412045582,2.47477837240179,-0.475975455729907,0.0572988179323153,0.667670025031536,30,2.31240795138902,-0.538792038072374,0.144269147469948,0.993244442734832,4.96243774872385e-10,-18.8324984902593,-7.08087801231351
"11",0.989233810865976,0.104095636466213,-0.47020979160906,0.981266150731795,0.458144038698016,0.00297048457797072,0.990123868957385,17,0.999633431282071,2.45810347974344,0.0512756164433054,1.86827867136129,0.206648302647291,0.0915071836876767,0.763931358822624,27,9.9951703031769,-0.241377830531678,0.175590470760695,0.99380409547405,7.81891213961627e-10,-11.2661636257341,-5.18968704576493
"12",0.992644699272503,0.000589781588411921,-0.484821259819919,0.985680017257528,0.383319428340116,6.32793039969972e-05,1.01264408791405,3,0.999859983208964,8.01881140592398,0.115456297167841,1.89886750607928,0.298576316298551,0.0363058112523325,0.342685623326246,62,0.227453413544145,-0.153799830915492,0.177430664672167,0.998133305201345,1.24601336814417e-10,21.6685657064172,2.39892611346108
"13",0.976339184934193,-0.0372307322797609,-0.510679936579241,0.95397394502726,0.586194188226646,0.272021811473645,0.94083628795968,26,0.999406879355179,0.950880594634526,0.11055071716156,3.67650714716086,1.08291830281291,0.512604339156979,0.472210621535634,50,262.164147664014,0.0402396914457293,0.159339113309802,0.980489325904561,9.68979341048118e-08,-4.68306930008214,11.4641151679128
"14",0.991723896381483,-0.0455067326989643,-0.519558352625726,0.986077323491833,0.407999579604078,0.00030267007751494,1.0066773743412,29,0.99981416052564,6.49106546317612,0.145447216247298,3.09074061561193,0.88626392460584,0.0780480166473361,0.520221344163986,45,1.26706727833123,0.0262029342528713,0.140491785429157,0.996804008884099,1.29927599662498e-10,19.8835215679526,4.70561672282771
"15",0.989919381911672,0.000118067536116358,-0.471456569462868,0.98045474936606,0.408045284448313,0.000215457662360951,1.00509891989358,23,0.999859983208964,6.57402495372911,0.03487843964117,2.10472855221523,-0.355472324070794,0.028641250057039,0.664260549923375,31,1.04500853365495,-0.564489401523466,0.127385819353139,0.99531310583581,2.46194081285249e-10,19.8725409749932,-3.98382466066971
