"","x_acf1","diff1_acf1","diff2_acf1","x_pacf5","entropy","lumpiness","stability","crossing_points","hurst","unitroot_kpss","nonlinearity","kurtosis","skewness","chaos","lshift","fspots","max_kl","extreme_dist_shape","seasonal_strength","trend","spike","linearity","curvature"
"1",0.940594959575974,0.801896637863765,0.244681014390275,0.948705215718463,0.635632793590679,0.0357708384722269,1.29510457268167,1,0.991675522498316,1.01887723017444,18.2405427973017,1.29147348785245,0.2494766760746,0.881460620822551,1.14215836547876,10,0.853149700234792,0.980889894912891,0,0.993103032183655,1.97915871440307e-07,5.02252819374239,0.480138850350682
"2",0.903671744836476,0.194186241696801,-0.465195309417132,0.83098080586685,0.625918236957284,0.00320660372152616,1.30927727152394,1,0.991915132081379,1.09099408045546,0.947065214141139,1.8076395478465,0.207489319541354,0.911902257264366,0.664248963931204,6,0.166556794346209,-0.233107512704006,0,0.999079967799698,1.83091513790074e-09,5.35205831484139,0.444312706773791
"3",0.870820290005285,0.808577624953462,-0.109952606185318,0.762132033564375,0.629996129992059,0.0774126062134218,1.17454483714376,1,0.990858650392881,0.98412084965555,3.31933937279659,2.83296413577565,1.0197941072285,0.938312989263721,0.928858847530572,14,0.309958076416407,1.26756255691779,0,0.999149315065169,2.6991552018676e-09,5.00969598434942,2.02656173424594
"4",0.73351145679374,-0.302079818946761,-0.532269318871419,0.591812684169899,0.812422572024438,0.0696458033430376,0.884973353640435,5,0.977294269604187,0.892329223419425,0.841338445536215,2.96366066235074,0.262077229941046,0.938416947779258,0.804164681994539,3,5.67692600981766,-0.217586334987259,0,0.874521294201836,6.94356977435427e-05,-4.80295658710892,0.259882014282641
"5",0.901856972092601,0.237966353900149,-0.330974761088978,0.82447875170465,0.625906046446372,0.003714191198501,1.2823727992113,1,0.991883436723067,1.09632545096506,2.4344801385192,1.72624966552884,0.144941467835552,0.873211202263219,0.698742000696247,6,0.160811619584067,-0.30029072721727,0,0.998694871601749,5.17612935908217e-09,5.34283211340846,0.300782726911635
"6",0.873335141067859,0.0578990575526929,-0.364875716069462,0.809306457802223,0.699222342983434,0.00477408736443987,1.17072566774418,5,0.985807398527306,0.847717155980973,2.40513422714458,1.83798193334114,-0.449264181216856,0.872828929360441,1.44014314400659,5,0.94597482458087,-0.686009917429216,0,0.932552407642906,1.37273422380194e-05,4.34988918072918,-1.76798979655728
"7",0.924166641302315,0.48336879627808,0.0564082534568297,0.897419305000622,0.631210540283582,7.2068061847926e-05,1.33884954809119,1,0.992103154696082,1.07957298678203,2.70352049881158,1.67533077969234,-0.0598800381770807,0.90830114340494,0.781495299509544,5,0.264658344157226,-0.618358905310372,0,0.996724970197101,2.04360313838768e-08,5.27855399846685,-0.121650695189565
"8",0.834536552523593,-0.0362166949359036,-0.582058926297318,0.737886680759592,0.677596512880438,0.00686397108683935,1.15213381864437,3,0.988176260101123,1.03266897765301,0.199848842375447,2.30969536051283,0.315527283063605,0.929169369645329,1.04763835829773,5,0.540795385750421,-0.168916355183958,0,0.96957872164933,3.29635162781513e-06,5.24007658680076,0.537359725478577
"9",0.898534434681036,0.342897827076892,-0.484039111183104,0.816981292065019,0.628251502453698,0.00973013137977151,1.27216493500716,1,0.991787181258479,1.08234371727299,0.423503301799768,1.92224706330563,0.378258971753421,0.95058757555232,0.64588999780391,7,0.28212923980714,-0.0171185920831562,0,0.999173740088343,3.30607694817736e-09,5.327069986662,0.765574763691861
"10",0.896291973605579,0.5117125666026,-0.363637362726477,0.959791013748815,0.686944358554774,0.0736624954302558,1.03367220679872,2,0.984769324281286,0.456611238039518,0.105817726357667,1.66160951850801,0.207028386147024,0.894547319343531,1.83480133746737,6,1.42488983884386,-0.220083143934893,0,0.947147386617012,4.54084102653e-06,-2.39543641382397,-3.33718867466923
