"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23"
"1",-0.224881917849484,-0.136275470499038,0.785757321892124,-0.268006085991762,0.514520881159194,0.101262708301309,-0.660117014054714,-0.0322004416696202,-0.0894049746033105,-0.205914259582057,0.0112243683695193,0.00979041363680842,-0.0790289203005691,0.392201972275846,-0.0409806925453633,-0.0256020054376294,-0.000223401095634516,-0.0210846540481363,-0.253616569028265,-0.211706066400484,0.00605216841273344,-0.102891571913941,-0.0589786649964086
"2",-0.359538033034454,-0.132161625447187,0.504683927179887,-0.281576243634619,0.561063588763204,0.0339472058843644,-0.673566596444129,-0.00429346492543417,-0.803962468914387,-0.211699219291448,0.0792506058041519,0.0186744995928843,0.0651216038505271,0.531848365758772,-0.147005983010468,-0.0277296650120975,0.000404561956058017,0.00552611022397445,-0.253616569028265,-0.770644421724822,0.46722119617156,-0.0921779720141264,-0.022200060820604
"3",-0.41291477244111,-0.0114237622282053,0.238712996116675,-0.41079496650327,0.233847218124374,0.0862933809727774,-0.554355770743692,-0.0368516044603179,-0.384871827385969,-0.185214320979151,0.382088591097323,0.0355371855283719,0.117923116033158,0.354380418241867,-0.0786179882482419,-0.00858072884188472,-2.32527266827082e-05,0.0178049952303809,-0.253616569028265,-0.533832409798435,0.513331892454595,-0.0456722957950376,0.0206732964116194
"4",-0.0515434371038038,-0.250774276454694,0.57658690344409,-0.0774631170759162,0.208989636407834,-0.00305790250344242,0.134092965603983,-0.0601074184138063,-0.0172772274273384,-0.120575702673968,0.0696501742590936,-0.00383612954600193,0.0063269299749755,0.265995249208073,0.0191885643645983,-0.0298573245865656,-0.000252930108039411,0.00842936135927225,-0.253616569028265,-0.0608929258472904,0.00194980903558062,0.0176345029559297,0.000143365452032196
"5",-0.16399581349636,-0.110387342240779,0.345353941592301,-0.252546309682527,0.379640658059978,0.0394270940897173,-0.36401123059501,-0.0275492788789225,-0.129356519858119,-0.181247892420871,0.0660306812660657,0.0164193803683636,0.0944218004351906,0.321661274926836,0.0135509999400286,-0.0192190267142251,-0.000202460880208553,0.0445844218073855,-0.253616569028265,-0.289155114211206,-0.000286147711795925,-0.0744263817202074,0.0369310172260692
"6",-0.228584098872602,-0.18612337372562,0.498604801969895,-0.246620080777316,0.460452081686263,0.0541502766648332,-0.566944528575527,0.00500886065596118,-0.111918317092294,-0.19717582566493,-0.00314928581497327,0.00471641739654501,-0.0100004624476045,0.503647123214512,0.200512478769128,-0.0319849841610337,-9.67544607763695e-05,-0.00640598798502134,-0.253616569028265,-0.218850399587394,0.0185463524847465,-0.0610505437192257,-0.0647367445782223
"7",-0.0952360817139508,0.137100705339629,0.315311312367912,-0.118690913043141,0.354718509929215,0.00561333182201586,-0.342233266131738,-0.0322004416696202,-0.0278876866549831,-0.168185749209146,-0.0174344260598915,-0.000192106596151499,0.0123271725199239,0.48691828186304,0.245545325678924,-0.0256020054376294,-9.82181077151982e-05,0.00206498000479216,-0.253616569028265,-0.207797532955584,0.0132418609116132,-0.159968128876158,0.0349703847725541
"8",-0.205581469233493,-0.079769173356277,0.469596809528901,-0.184848015142873,0.499619508278508,0.0858618184852563,-0.501051278130626,-0.0228981160882249,-0.193618231362794,-0.193568579610863,-0.0199304636373838,0.00675478351262142,0.0357324593595588,0.529886675020556,0.172747695320173,-0.0298573245865656,-8.69101943835949e-05,0.00373600088298906,-0.253616569028265,-0.361185580112851,0.0432791847023635,-0.108539449542819,-0.019066967458349
"9",-0.123506112755853,-0.156348172721948,0.608272781356535,-0.145295975659513,0.400370500990776,-0.00328558135804831,-0.41358956927327,-0.0228981160882249,-0.0465537272309327,-0.181954689817213,-0.00599956975300532,-0.00189262996504811,-0.0216604268766665,0.402892471255374,0.0934437819786407,-0.0298573245865656,-0.000188369856029201,-0.0136921689523227,-0.253616569028265,-0.169070418730391,0.000739677564004529,-0.0369153512390037,-0.0222164273677268
"10",-0.112930098544427,-0.255387072559458,0.706335426366347,-0.14598164286542,0.375123319431016,-0.000773384495277646,-0.0214606084437585,-0.0508050928324109,-0.0777854014694404,-0.125991820214685,0.021305693556084,-0.00379017476342656,-0.000537556935335942,0.212496039479909,0.0595457214745896,-0.0319849841610337,-0.000224534084589883,-0.000840143693611489,-0.253616569028265,-0.201582015433089,0.0117080103576627,-0.171577528170756,-0.00627953505010942
