"","PC_1","PC_2"
"1",0.149329318078543,0.0323611219518375
"2",0.490229070777219,0.0490530107773676
"3",0.573173454601234,-0.0219603925784207
"4",0.5652367272204,0.0572564913216625
"5",-0.447647183181221,0.168931056450597
"6",0.0099336255821422,0.0543181436683957
"7",0.127077873479509,0.0428794286303544
"8",0.0577773707708381,0.0241795743593755
"9",0.291127379031419,-0.0155399633591417
"10",0.366775956337002,0.104181172860319
"11",-0.154882084469053,0.17475283163923
"12",0.157003433997533,0.0608769951035628
"13",0.393895940276697,0.0136250306886468
"14",0.0275266297896433,0.1039435229011
"15",0.254113374212456,0.0171662386185885
"16",-0.561295456061836,0.157447487298101
"17",-0.29125162112347,0.0128177461156031
"18",0.497899373442789,-0.00619646868681775
"19",0.402642763096841,0.0434191089587283
"20",0.346577299528536,0.0796405942036937
"21",0.0696401356998562,0.0429132725110359
"22",0.399726150000939,0.0573912239785859
"23",0.337232531157287,0.0445312543495404
"24",0.175220561035772,0.196297471446139
"25",0.625737317848892,0.0128203849696021
"26",0.559120287883114,0.0152487281613334
"27",-0.266792340862382,-0.0105851485722582
"28",0.116875840881463,0.18750421459912
"29",-0.412909777562137,0.160655101562628
"30",0.0704639844408354,0.081473055765295
"31",0.0789360082565792,0.0927963404303037
"32",-0.387500116114241,-0.00043537282427609
"33",0.04401528136227,0.180285708888497
"34",0.444497999291591,0.0248938263115719
"35",0.533072552705296,0.116086961508033
"36",0.495335517634933,0.0145862801667006
"37",0.216151646682177,0.0158129699742193
"38",0.2814138228174,0.00160086902761127
"39",0.309300292197769,0.0603302873442158
"40",0.308835885924791,-0.00578691536127327
"41",-0.191637917792243,0.00622060830737546
"42",-0.292671545384709,-0.0145736550152985
"43",0.260466381327537,0.014005003563188
"44",0.484831725324564,0.0517346111472562
"45",0.377702497860683,0.0884791642356438
"46",0.760357938901532,-0.0326757340574994
"47",0.383826591404709,0.0173361306913081
"48",0.411089367520259,0.035033421188269
"49",0.00283301684155186,0.189272470296349
"50",0.550153779870266,-0.0298273125299591
"51",0.26144767067637,0.194697205873417
"52",-0.438668524807026,-0.00343553563777863
"53",0.339382806882345,-0.0236548555264652
"54",0.343033080296954,0.154955375849927
"55",0.667637765481461,0.0256253938115562
"56",0.519508310037843,-0.0173688366039474
"57",0.280384970262031,0.0342925715277153
"58",0.333450806734708,-0.0148699957707925
"59",0.0403951641479763,0.0330672646002581
"60",0.654489937168525,-0.0183844494110111
"61",0.303357931432808,-0.0028603086468471
"62",-0.185212059767946,0.00429106687134715
"63",-0.424793650284376,-0.0182808163800746
"64",0.473161027595594,0.0340619257429568
"65",0.5756579850789,-0.0186986070835306
"66",-0.015312613460161,0.015690733441295
"67",0.271688686701981,0.0214502570375053
"68",0.435179920171152,-0.00526944679224486
"69",0.28251121862142,0.022618106581695
"70",-0.149704252787711,-0.015919388543283
"71",-0.39239053174254,-0.0138115180669082
"72",0.093586168138645,0.0356973825202001
"73",0.730336777931078,-0.0340031781739942
"74",-0.364413879279075,-0.0139723491668642
"75",-0.0726477410361046,0.0203981434109607
"76",0.524687168777633,0.0138747217678945
"77",-0.291808319253713,0.173578172409942
"78",0.584310160915406,0.0900685490687721
"79",0.18525885727685,0.0622818300618823
"80",0.234805757682187,-0.0239464397155656
"81",0.13010624243747,0.00646173346329592
"82",-0.378868197475219,0.175743098887773
"83",-0.0717165674912169,0.17418828618645
"84",0.684140617554548,-0.0332297495476412
"85",0.0906589379901472,0.0631200225029582
"86",0.396664845581099,0.16539660122512
"87",0.178776728896505,0.0758844142621437
"88",-0.336889947604323,0.0237409593978111
"89",-0.274129842508634,0.169104359147988
"90",0.392884436292624,0.0685860238953261
"91",0.0763776570969683,0.0456172929302463
"92",0.0932681994139954,0.0677979167042528
"93",0.29181457953604,-0.00556891602917131
"94",-0.566624286316887,0.159482381695341
"95",0.493850870330007,-0.0146932280784072
"96",0.24091753266389,0.0527296320496393
"97",0.258819878047955,0.0737582253600226
"98",-0.395798587742084,0.161912160316703
"99",0.432906825081176,0.0276663734950285
"100",0.220098801974263,0.0349874316892163
"101",0.276894195329752,0.0378083072584964
"102",0.109035540220148,0.049166945288579
"103",-0.246743807768109,0.159151337164528
"104",0.687482652912206,-0.00226857952923538
"105",0.553954293894146,0.0723693206673394
"106",-0.477295765776762,0.170419555711221
"107",0.260222902556178,0.056009335840625
"108",0.367751410205396,0.171511083263
"109",0.546849941404222,0.100200258272864
"110",0.3293838524198,0.118034306392905
"111",0.365604037037198,-0.00417274550512344
"112",0.655584305327696,-0.00361232982612151
"113",0.187031929971437,0.049585833656941
"114",0.065301307653922,0.0694951352658751
"115",0.0684534678238224,0.0433836302005726
"116",0.424020808657901,0.0733485223471918
"117",0.491417419384917,0.0312785173010016
"118",0.359240587532271,0.163936126414922
"119",0.49108088319387,-0.00307359077379237
"120",0.416683378562566,-0.00707369364124016
"121",-0.392003974504997,0.00190765646626859
"122",-0.142394321184457,0.0342269789052981
"123",0.654609048839335,-0.0333736761097969
"124",0.480472048734854,0.00384253161753145
"125",0.669937591077052,-0.0333361535691703
"126",0.312856606413958,0.0361724647145181
"127",0.645465977008256,0.0287694884799602
"128",0.305515058139777,0.0412630870335596
"129",0.47105724770323,0.0856003149780972
"130",-0.140331261167636,0.172824492519653
"131",0.572799269015659,0.0725604909263969
"132",0.13415516226877,0.0430940041999621
"133",0.508145183819621,0.0149667028340644
"134",-0.229751143981304,0.186266906557901
"135",0.372297492861469,0.0680548052349915
"136",0.497768180262056,0.000479064567983361
"137",0.699166022922569,-0.0174780626870001
"138",0.364964550561356,-0.000213649963116471
"139",0.114688343412181,0.0635703631821004
"140",0.549685389867872,0.0571635792386524
"141",0.128720054066967,0.02130297424194
"142",0.450097049420707,0.0568620490330335
"143",0.0987679808279233,0.190730868967921
"144",-0.123429283778555,0.0296124098895107
"145",-0.0126143375270349,0.0335889561610241
"146",-0.203532931182112,0.00241263861667549
"147",0.495988359565399,0.000759170636400637
