"","PC_1","PC_2"
"1",0.80167854584335,-0.912747788184324
"2",0.682478992428951,-0.453967259894156
"3",0.267043391265549,0.132223366553513
"4",0.496639323162828,-0.730964614272176
"5",1.15352305031355,-0.527754408777777
"6",0.652937549122863,-0.572992050107853
"7",-0.502448074809485,-0.195575172162964
"8",1.06080083351929,-0.782915336938873
"9",0.210530764590392,-0.680997548492555
"10",0.880578796534154,-0.603860224848379
"11",0.242812346392118,-0.943872302846751
"12",-0.0702015972895322,-0.0390899933502553
"13",1.06109043425976,-0.827212801091204
"14",0.180904920666838,0.0433905690487629
"15",0.596759360277217,-0.436855114941359
"16",0.522411203720676,-0.90867067184247
"17",0.482299865417411,-0.630723878650486
"18",0.671624023806704,-0.551481702796669
"19",0.283959096718559,-0.253966773217802
"20",0.129969638749052,-0.516451322635709
"21",0.266845827566959,-0.952537276137912
"22",0.395813549152415,0.0342065415155567
"23",-0.112369353639871,0.130362563085755
"24",1.07388698991751,-0.662743324153921
"25",0.808976412438178,-0.512219800634711
"26",0.27973460204554,-0.740526796522885
"27",0.430715971174094,-0.303194223045127
"28",0.0465381493028633,0.239258305186539
"29",1.0123333813668,-0.498516780380421
"30",0.721936576126751,-0.851998936698392
"31",0.0843021148379646,-0.84042127763851
"32",-0.0428822893876064,-0.0460714313345603
"33",-0.506805980598063,-0.174102281739187
"34",0.564638564635195,-0.498393699706045
"35",1.07681930792755,-0.858841441443935
"36",0.185336194814899,-0.124908023296634
"37",0.511578298604119,-0.737050137426566
"38",0.885379821717827,-0.913556393890002
"39",0.987434139651523,-0.886870988354783
"40",1.21292799317415,-0.798170792888166
"41",0.774464819042602,-0.894638991756262
"42",-0.198232166438523,-0.714894420720121
"43",0.426777741298767,0.130896790070345
"44",0.282204626215837,-0.682596538890968
"45",1.09194641257998,-0.947128158350447
"46",1.12001058678608,-0.754158753321011
"47",0.27362953379143,0.11851540978074
"48",0.307981080682634,-0.172442875098198
"49",0.507993248918755,-0.755470026967487
"50",0.867452151857279,-0.5730217989477
"51",-0.334441239292315,-0.374737320416985
"52",-0.0169732089187627,-0.646670061133149
"53",1.06214077366609,-0.603078656828043
"54",0.332644802322568,0.153444265304267
"55",-0.111809909125842,-0.754704794808373
"56",-0.290155228568483,-0.640946262450914
"57",1.13664801004759,-0.8569109949084
"58",-0.0898530324141307,-0.664226620460506
"59",0.394739586378545,-0.761274800483312
"60",-0.0965904450097148,0.133582259987189
"61",0.0444615610727596,-0.0242992706397893
"62",0.581349408870154,-0.407104950785759
"63",-0.480462295160525,0.147860749738928
"64",0.940252908858664,-0.302621964790409
"65",0.141649631874393,-0.641441502418161
"66",0.347806939560005,-0.585528045482366
"67",0.440127458393128,-0.858932575012334
"68",0.611337402372652,-0.330491526353166
"69",-0.0999281878334192,-0.693651181640337
"70",0.686691789154965,-0.805580455538413
"71",0.336878907657047,-0.700380721302222
"72",0.757747785402658,-0.453829206200448
"73",1.15043503980206,-0.828708002305585
"74",0.216342439484634,-0.568995080528003
"75",0.988948502486672,-0.961854498968679
"76",0.160071615222984,0.173347067361288
"77",-0.159147325418452,-0.497721509409454
"78",0.198850755212758,0.0598370666179456
"79",-0.396707790891402,-0.218387993279859
"80",0.304529723190443,-0.819613582393056
"81",0.698271151322242,-0.838664985359763
"82",0.909049687780783,-0.783820659560332
"83",0.00808484189767767,-0.246546807374002
"84",0.204049869514052,-0.876180568614576
"85",-0.461711960045107,0.306758769094308
"86",0.0338759981707078,-0.863319997362912
"87",0.850464282841149,-0.52769909989549
"88",-0.507599133420058,-0.117880194283365
"89",1.03243984733554,-0.872509709195622
"90",1.04674699067233,-0.273641817101788
"91",0.56399783640728,-0.107551666455603
"92",0.156491416730107,-0.37126120864113
"93",0.185900486157109,0.164915421866877
"94",-0.252703781830673,-0.665590037235676
"95",0.270827088861906,-0.28655285089371
"96",1.22560712709413,-0.647927355058977
"97",0.69736108182421,-0.259338590525068
"98",0.225320984744057,-0.372699328739352
"99",-0.0702441038007582,-0.672843955770505
"100",0.280794202047039,-0.449047923110618
"101",-0.322165216190932,-0.712693819454326
"102",1.10498974223467,-0.90337721959539
"103",0.0544356001795227,0.182817693053974
"104",0.175196035522416,-0.0642223033450514
"105",0.190080466370977,-0.90908207411512
"106",0.925544805310066,-0.724127021043796
"107",0.647563381835228,-0.286417751441494
"108",0.880930314234724,-0.962632071753
"109",-0.113193206903062,-0.288676316257742
"110",1.01629271449724,-0.437185088071795
"111",0.761062962303057,-0.482913152913314
"112",0.926082363253676,-0.497205242466505
"113",0.909129473827905,-0.723216837400294
"114",0.25927085508012,-0.458190056587887
"115",0.359989043733855,0.113072531986705
"116",0.0622411901051,-0.740859702975545
"117",1.02594977783673,-0.829074360407243
"118",0.975108098118589,-0.920758734052153
"119",0.153160431648945,-0.440776324262162
"120",0.439148949493216,-0.665833586698367
"121",1.04667042429655,-0.287530281887027
"122",-0.0398497121033558,-0.184340684277719
"123",-0.0280752192319194,0.182044012513727
"124",0.643737980966373,-0.853550483857016
"125",0.51124544581162,-0.906427628816127
"126",0.640694060162049,-0.89379743749871
"127",-0.15955480092655,0.23767842211622
"128",-0.00818686378307619,-0.695340065581811
"129",0.164140373237122,0.191133057022906
"130",0.365382859124875,-0.388554915510906
"131",1.04598978332637,-0.753094623808791
"132",0.442370174073048,-0.361902245047779
"133",-0.0908137914217829,-0.196415703715959
"134",0.0932984395833587,-0.379774395477762
"135",0.742942626889368,-0.810225926856093
"136",1.13658459491898,-0.647418125686044
"137",1.1515040735819,-0.723834448458397
"138",0.23043693881879,-0.311531846650643
"139",0.0910946020741802,0.0780461197623596
"140",0.124193249770442,-0.39918240515319
"141",0.300771221573919,-0.883606345285933
"142",0.955517010787627,-0.993506676642468
"143",0.970381704819725,-0.558329120546847
"144",0.309923629871883,-0.597536104933084
"145",1.19528737658767,-0.843060195560528
"146",0.702076960689898,-0.440528259702737
"147",0.762546271941454,-0.871810322696424
"148",0.825517543752099,-0.883339988736598
"149",0.517714314573534,0.13082410958022
"150",0.913629627652035,-0.841416727843893
"151",-0.123178736281802,-0.406410373801928
"152",-0.0364846383134493,-0.29362123572986
"153",-0.299960724188837,-0.658897658617926
"154",1.18123201086354,-0.648658916841999
"155",-0.0239010139934189,-0.184818549933
"156",0.610467850133614,-0.49832415328151
"157",0.416649950913736,-0.828117344902009
